255676,disrupted internet service,24/04/2015,2015-04-24,3:19:57 PM,Internet,Broomfield,Colorado,80020,Closed,No;;,Closed,4,disrupted internet service,Internet
361430,Disney Billing / Speed Issues,24/06/2015,2015-06-24,11:30:14 AM,Internet,Broomfield,Colorado,80020,Pending,No;;,Open,6,disney billing / speed issues,Internet
362230,Have to bundle services to get advertised proce.,24/06/2015,2015-06-24,2:45:05 PM,Customer Care Call,Broomfield,Colorado,80021,Solved,No;;,Closed,6,have to bundle services to get advertised proce.,Network
367225,Disney policies,25/06/2015,2015-06-25,10:33:19 PM,Internet,Broomfield,Colorado,80021,Open,No;;,Open,6,disney policies,Company or Marketing
370637,Internet Throttling,27/06/2015,2015-06-27,10:51:38 PM,Internet,Broomfield,Colorado,80021,Pending,No;;,Open,6,internet throttling,Internet
370930,Unfair Billing Practices,28/06/2015,2015-06-28,1:39:59 PM,Internet,Broomfield,Colorado,80023,Solved,No;;,Closed,6,unfair billing practices,Billing
233950,Cocmast billing issues,14/04/2015,2015-04-14,9:56:53 AM,Internet,Brunswick,Georgia,31525,Closed,No;;,Closed,4,cocmast billing issues,Billing
346447,Disney service that didn't work,17/06/2015,2015-06-17,4:23:56 PM,Customer Care Call,Brunswick,Georgia,31523,Solved,Yes;;,Closed,6,disney service that didn't work,Network
360896,Data Limit,24/06/2015,2015-06-24,7:51:36 AM,Customer Care Call,Brunswick,Maine,4011,Closed,No;;,Closed,6,data limit,Network
358891,Pricing is not competive,23/06/2015,2015-06-23,3:15:55 PM,Customer Care Call,Buford,Georgia,30519,Solved,No;;,Closed,6,pricing is not competive,Billing
358669,Disney billing practices-unfair,23/06/2015,2015-06-23,2:30:03 PM,Customer Care Call,Buford,Georgia,30519,Pending,No;;,Open,6,disney billing practices-unfair,Billing
337181,Disney,06/12/2015,2015-12-06,2:22:35 PM,Customer Care Call,Burien,Washington,98146,Solved,No;;,Closed,12,disney,Other
369878,Slow Internet,27/06/2015,2015-06-27,12:07:30 PM,Customer Care Call,Burlington,Vermont,5401,Solved,No;;,Closed,6,slow internet,Internet
275759,Internet Service,05/06/2015,2015-06-05,12:14:27 PM,Customer Care Call,Burlington,West Virginia,26710,Closed,No;;,Closed,6,internet service,Internet
258369,Xfinity False Advertisement,27/04/2015,2015-04-27,10:38:01 AM,Customer Care Call,Burnsville,Minnesota,55337,Closed,No;;,Closed,4,xfinity false advertisement,Service Complaints
265612,Disney HBO-Go Application and Sony Products,29/04/2015,2015-04-29,11:04:49 PM,Internet,Burr Ridge,Illinois,60527,Closed,No;;,Closed,4,disney hbo-go application and sony products,Other
249466,Never resolved problem with Disney,22/04/2015,2015-04-22,8:45:14 AM,Internet,Burr Ridge,Illinois,60527,Open,No;;,Open,4,never resolved problem with disney,Service Complaints
276254,Slow Speed with the entire connection,05/06/2015,2015-06-05,2:20:38 PM,Internet,Buzzards Bay,Massachusetts,2532,Solved,No;;,Closed,6,slow speed with the entire connection,Internet
360678,Disney Possibly Throttling my Internet,24/06/2015,2015-06-24,1:00:18 AM,Internet,Camas,Washington,98682,Solved,No;;,Closed,6,disney possibly throttling my internet,Internet
232947,Disney sucks,13/04/2015,2015-04-13,4:51:51 PM,Internet,Cambridge,Maryland,21613,Closed,No;;,Closed,4,disney sucks,Other
250591,Internet/TV Billing,22/04/2015,2015-04-22,3:42:39 PM,Internet,Cambridge,Massachusetts,2138,Closed,No;;,Closed,4,internet/tv billing,Internet
301085,difficulty to cancel services before moving,21/05/2015,2015-05-21,12:10:49 PM,Internet,Cambridge,Massachusetts,2141,Solved,No;;,Closed,5,difficulty to cancel services before moving,Network
340458,Disney Incompetence/Lies/Robbery,15/06/2015,2015-06-15,9:14:44 AM,Customer Care Call,Cambridge,Massachusetts,2138,Open,No;;,Open,6,disney incompetence/lies/robbery,Other
363493,Internet Slowdown,24/06/2015,2015-06-24,9:27:50 PM,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No;;,Closed,6,internet slowdown,Internet
365561,Disney price,25/06/2015,2015-06-25,2:38:54 PM,Customer Care Call,Cambridge,Massachusetts,2139,Solved,No;;,Closed,6,disney price,Billing
351820,Disney fails to fulfill request for Internet service,19/06/2015,2015-06-19,1:16:40 PM,Internet,Camino,California,95709,Open,No;;,Open,6,disney fails to fulfill request for internet service,Internet
315997,Hidden Product Installation Fee,31/05/2015,2015-05-31,8:27:53 PM,Customer Care Call,Camp Hill,Pennsylvania,17011,Solved,No;;,Closed,5,hidden product installation fee,Internet
354888,2 months and Disney has not fixed problem,21/06/2015,2015-06-21,8:57:27 PM,Internet,Cane Ridge,Tennessee,37013,Solved,No;;,Closed,6,2 months and disney has not fixed problem,Service Complaints
322409,FCC Complaint against Disney/xfinity on providing false information.,06/03/2015,2015-03-06,10:20:53 PM,Customer Care Call,Canonsburg,Pennsylvania,15317,Solved,No;;,Closed,3,fcc complaint against disney/xfinity on providing false information.,Service Complaints
300123,Disney internet,20/05/2015,2015-05-20,5:47:44 PM,Customer Care Call,Canton,Georgia,30114,Open,No;;,Open,5,disney internet,Internet
300124,Disney internet,20/05/2015,2015-05-20,5:47:50 PM,Internet,Canton,Georgia,30114,Closed,No;;,Closed,5,disney internet,Internet
306406,service issues,26/05/2015,2015-05-26,9:13:17 AM,Customer Care Call,Canton,Georgia,30114,Solved,No;;,Closed,5,service issues,Network
309491,Disney Xfinity 300G over charge,27/05/2015,2015-05-27,2:28:05 PM,Customer Care Call,Canton,Georgia,30115,Solved,No;;,Closed,5,disney xfinity 300g over charge,Billing
321367,Internet Availability,06/03/2015,2015-03-06,3:05:12 PM,Customer Care Call,Canton,Georgia,30114,Solved,No;;,Closed,3,internet availability,Internet
321463,Disney Usage Caps,06/03/2015,2015-03-06,3:36:13 PM,Customer Care Call,Canton,Georgia,30115,Solved,No;;,Closed,3,disney usage caps,Network
323066,Disney Data Usage Caps,06/04/2015,2015-04-06,12:04:25 PM,Internet,Canton,Georgia,30115,Solved,No;;,Closed,4,disney data usage caps,Network
360511,Data Caps and the Extortion Methods of Disney,23/06/2015,2015-06-23,11:22:33 PM,Customer Care Call,Canton,Georgia,30114,Solved,Yes;;,Closed,6,data caps and the extortion methods of disney,Network
260759,No internet service,28/04/2015,2015-04-28,9:43:57 AM,Internet,Canton,Michigan,48187,Closed,No;;,Closed,4,no internet service,Internet
216625,No service,04/03/2015,2015-03-04,2:45:47 PM,Internet,Canton,Michigan,48187,Closed,No;;,Closed,3,no service,Network
362490,Billing discrepencies and service termination hurdles,24/06/2015,2015-06-24,3:50:02 PM,Internet,Canton,Michigan,48188,Solved,No;;,Closed,6,billing discrepencies and service termination hurdles,Billing
358063,Billing & Data Usage,23/06/2015,2015-06-23,12:22:28 PM,Internet,Canton,Mississippi,39046,Solved,No;;,Closed,6,billing & data usage,Billing
361104,internet speed,24/06/2015,2015-06-24,9:58:36 AM,Customer Care Call,Carlisle,Pennsylvania,17013,Solved,No;;,Closed,6,internet speed,Internet
240138,Disney wont refund me for over charge,16/04/2015,2015-04-16,5:28:17 PM,Customer Care Call,Carlsbad,California,92009,Closed,No;;,Closed,4,disney wont refund me for over charge,Billing
350243,Disney internet debacle,18/06/2015,2015-06-18,6:05:30 PM,Internet,Carlton,Oregon,97111,Solved,No;;,Closed,6,disney internet debacle,Internet
363169,Price and performance manipulation by Disney for ISP,24/06/2015,2015-06-24,6:46:43 PM,Customer Care Call,Carmel,California,93923,Open,No;;,Open,6,price and performance manipulation by disney for isp,Internet
236498,Complaint against Disney,15/04/2015,2015-04-15,10:26:22 AM,Internet,Carmichael,California,95609,Closed,No;;,Closed,4,complaint against disney,Service Complaints
295722,Disney Internet Speed,18/05/2015,2015-05-18,5:54:14 PM,Customer Care Call,Carpentersville,Illinois,60110,Solved,Yes;;,Closed,5,disney internet speed,Internet
339682,Disney complaint,14/06/2015,2015-06-14,12:35:59 AM,Customer Care Call,Carteret,New Jersey,7008,Solved,No;;,Closed,6,disney complaint,Service Complaints
229565,Data Caps,04/10/2015,2015-10-04,5:12:37 PM,Internet,Cartersville,Georgia,30121,Closed,Yes;;,Closed,10,data caps,Network
255045,Disney unwilling to resolve data usage issue,24/04/2015,2015-04-24,12:24:51 PM,Customer Care Call,Cartersville,Georgia,30120,Closed,No;;,Closed,4,disney unwilling to resolve data usage issue,Network
255050,Disney unwilling to resolve data usage issue,24/04/2015,2015-04-24,12:26:29 PM,Internet,Cartersville,Georgia,30120,Closed,No;;,Closed,4,disney unwilling to resolve data usage issue,Network
258943,Disney data cap,27/04/2015,2015-04-27,1:17:13 PM,Internet,Cartersville,Georgia,30121,Closed,No;;,Closed,4,disney data cap,Network
263893,Disney Data usage meter,29/04/2015,2015-04-29,12:20:31 PM,Internet,Cartersville,Georgia,30120,Closed,No;;,Closed,4,disney data usage meter,Network
374487,Disney Internet Data Cap LIES,30/06/2015,2015-06-30,12:20:12 PM,Customer Care Call,Cartersville,Georgia,30121,Pending,No;;,Open,6,disney internet data cap lies,Internet
279279,Disney Cable connection from street is underwater and structure is too high,05/07/2015,2015-07-05,7:52:46 PM,Internet,Castro Valley,California,94552,Open,Yes;;,Open,7,disney cable connection from street is underwater and structure is too high,Internet
319702,West Coast Service Issues - Disney,06/02/2015,2015-02-06,6:29:16 PM,Customer Care Call,Cazadero,California,95421,Solved,No;;,Closed,2,west coast service issues - disney,Network
369455,Disney refuses to uhold contract for 2 years phone/internet,26/06/2015,2015-06-26,10:22:21 PM,Customer Care Call,Cazadero,California,95421,Pending,No;;,Open,6,disney refuses to uhold contract for 2 years phone/internet,Internet
362901,Disney business internet is much more expensive that home internet.,24/06/2015,2015-06-24,5:16:41 PM,Internet,Centennial,Colorado,80112,Solved,No;;,Closed,6,disney business internet is much more expensive that home internet.,Internet
357454,Disney Internet Usage Cap,23/06/2015,2015-06-23,2:37:42 AM,Internet,Central City,Kentucky,42330,Solved,No;;,Closed,6,disney internet usage cap,Internet
316295,Disney poor service,06/01/2015,2015-01-06,10:19:34 AM,Customer Care Call,Ceresco,Michigan,49033,Solved,No;;,Closed,1,disney poor service,Network
293621,Disney Corporation Data Caps,16/05/2015,2015-05-16,6:49:41 PM,Customer Care Call,Chamblee,Georgia,30341,Solved,No;;,Closed,5,disney corporation data caps,Network
353861,Disney throttling my internet service,20/06/2015,2015-06-20,2:11:05 PM,Customer Care Call,Champaign,Illinois,61821,Pending,No;;,Open,6,disney throttling my internet service,Internet
219355,billing/service issues,04/06/2015,2015-06-04,12:39:13 PM,Customer Care Call,Charleston,South Carolina,29422,Closed,No;;,Closed,6,billing/service issues,Billing
244252,Unethical Charges,20/04/2015,2015-04-20,10:30:43 AM,Customer Care Call,Charleston,South Carolina,29414,Closed,No;;,Closed,4,unethical charges,Billing
327188,Disney Data Cap,06/06/2015,2015-06-06,11:01:47 PM,Customer Care Call,Charleston,South Carolina,29414,Solved,No;;,Closed,6,disney data cap,Network
327649,Disney wrongfully autodrafted a final bill that was not yet adjusted,06/07/2015,2015-07-06,8:27:03 PM,Customer Care Call,Charleston,South Carolina,29403,Closed,Yes;;,Closed,7,disney wrongfully autodrafted a final bill that was not yet adjusted,Billing
327672,Disney Internet,06/07/2015,2015-07-06,9:26:44 PM,Internet,Charleston,South Carolina,48230,Open,No;;,Open,7,disney internet,Internet
359201,Disney data cap at 300GB,23/06/2015,2015-06-23,4:18:01 PM,Customer Care Call,Charleston,South Carolina,29405,Pending,No;;,Open,6,disney data cap at 300gb,Network
360047,Internet speeds are throttled,23/06/2015,2015-06-23,8:16:37 PM,Customer Care Call,Charleston,South Carolina,29403,Solved,No;;,Closed,6,internet speeds are throttled,Internet
362066,Complex situation prevents bundling discounts and drives service price up,24/06/2015,2015-06-24,2:10:36 PM,Customer Care Call,Charlottesville,Virginia,22901,Solved,No;;,Closed,6,complex situation prevents bundling discounts and drives service price up,Billing
360715,Disney Internet prices & speeds,24/06/2015,2015-06-24,1:29:55 AM,Internet,Chaska,Minnesota,55318,Closed,No;;,Closed,6,disney internet prices & speeds,Internet
267602,Disney overcharging,30/04/2015,2015-04-30,8:48:20 PM,Internet,Chatham,New Jersey,7928,Closed,No;;,Closed,4,disney overcharging,Other
238543,Reimbursement I've never recieved,16/04/2015,2015-04-16,7:47:20 AM,Customer Care Call,Chelsea,Massachusetts,2150,Closed,No;;,Closed,4,reimbursement i've never recieved,Billing
346941,constant internet issues,17/06/2015,2015-06-17,6:32:38 PM,Internet,Chelsea,Massachusetts,2150,Solved,No;;,Closed,6,constant internet issues,Internet
367115,Xfinity,25/06/2015,2015-06-25,9:22:56 PM,Customer Care Call,Cherry Hill,New Jersey,8003,Solved,No;;,Closed,6,xfinity,Other
367381,Xfinity/Disney,26/06/2015,2015-06-26,5:05:21 AM,Internet,Chesapeake Beach,Maryland,20732,Solved,No;;,Closed,6,xfinity/disney,Other
234266,Disney Hard Inquiries,14/04/2015,2015-04-14,11:40:15 AM,Internet,Chester,Virginia,23831,Closed,No;;,Closed,4,disney hard inquiries,Service Complaints
314287,Disney jamming signal,29/05/2015,2015-05-29,6:18:34 PM,Internet,Chester,Virginia,23831,Pending,No;;,Open,5,disney jamming signal,Network
262351,Disney lied to me,28/04/2015,2015-04-28,5:02:40 PM,Customer Care Call,Chesterfield,Virginia,23832,Closed,No;;,Closed,4,disney lied to me,Company or Marketing
321744,Terrible customer service and process,06/03/2015,2015-03-06,4:54:49 PM,Customer Care Call,Chesterfield,Virginia,23832,Closed,No;;,Closed,3,terrible customer service and process,Network
223190,Disney & HBO GO on PS4,04/08/2015,2015-08-04,1:38:38 AM,Customer Care Call,Chicago,Illinois,60657,Closed,No;;,Closed,8,disney & hbo go on ps4,Other
226269,Run around,04/09/2015,2015-09-04,12:34:45 PM,Internet,Chicago,Illinois,60639,Closed,No;;,Closed,9,run around,Other
232709,Disney Service and Customer service issues,13/04/2015,2015-04-13,3:41:50 PM,Internet,Chicago,Illinois,60647,Closed,No;;,Closed,4,disney service and customer service issues,Network
232829,Disney pricing scam,13/04/2015,2015-04-13,4:19:33 PM,Internet,Chicago,Illinois,60618,Closed,No;;,Closed,4,disney pricing scam,Billing
261661,Disney Disconnect,28/04/2015,2015-04-28,2:06:40 PM,Internet,Chicago,Illinois,60609,Closed,No;;,Closed,4,disney disconnect,Network
214441,Disney THROTTLING SPEEDS AND DATA CAPS,04/02/2015,2015-02-04,2:20:18 PM,Internet,Chicago,Illinois,60657,Closed,No;;,Closed,2,disney throttling speeds and data caps,Internet
216141,Closed Captioning of Online Videos,04/03/2015,2015-03-04,11:59:50 AM,Internet,Chicago,Illinois,60638,Solved,No;;,Closed,3,closed captioning of online videos,Network
231532,Disney problems,13/04/2015,2015-04-13,12:24:21 AM,Customer Care Call,Chicago,Illinois,60612,Closed,No;;,Closed,4,disney problems,Service Complaints
246073,Removed discount after I complained about an unauthorized charge,20/04/2015,2015-04-20,9:14:38 PM,Customer Care Call,Chicago,Illinois,60622,Closed,No;;,Closed,4,removed discount after i complained about an unauthorized charge,Billing
260565,complaint regarding Disney,28/04/2015,2015-04-28,2:12:49 AM,Internet,Chicago,Illinois,60641,Closed,No;;,Closed,4,complaint regarding disney,Service Complaints
267753,Disney INTERNET CONNECTION CHEAT,30/04/2015,2015-04-30,11:10:36 PM,Customer Care Call,Chicago,Illinois,60612,Closed,Yes;;,Closed,4,disney internet connection cheat,Internet
266647,Wireless Signal issues/frequent connection drop,30/04/2015,2015-04-30,2:33:37 PM,Internet,Chicago,Illinois,60630,Closed,No;;,Closed,4,wireless signal issues/frequent connection drop,Internet
278392,Billing Dispute,05/07/2015,2015-07-05,2:13:45 PM,Customer Care Call,Chicago,Illinois,60608,Solved,No;;,Closed,7,billing dispute,Internet
279767,complaint about Disney,05/08/2015,2015-08-05,10:18:35 AM,Customer Care Call,Chicago,Illinois,60625,Solved,No;;,Closed,8,complaint about disney,Service Complaints
284044,Disney,05/11/2015,2015-11-05,4:27:10 PM,Internet,Chicago,Illinois,60657,Closed,No;;,Closed,11,disney,Other
285615,Internet Speeds Not as Advertised,05/12/2015,2015-12-05,1:23:23 PM,Customer Care Call,Chicago,Illinois,60622,Open,No;;,Open,12,internet speeds not as advertised,Internet
288996,Disney & Sony Playstation Devices,13/05/2015,2015-05-13,10:40:11 PM,Customer Care Call,Chicago,Illinois,60613,Solved,Yes;;,Closed,5,disney & sony playstation devices,Other
292575,Disney Wifi Issues,15/05/2015,2015-05-15,5:32:37 PM,Internet,Chicago,Illinois,60630,Solved,No;;,Closed,5,disney wifi issues,Internet
304026,Disney Internet,22/05/2015,2015-05-22,5:42:50 PM,Internet,Chicago,Illinois,60618,Solved,No;;,Closed,5,disney internet,Internet
303128,Disney,22/05/2015,2015-05-22,11:34:30 AM,Customer Care Call,Chicago,Illinois,60645,Solved,No;;,Closed,5,disney,Other
305594,Disney is giving me poor quality customer service.,25/05/2015,2015-05-25,3:05:36 AM,Customer Care Call,Chicago,Illinois,60626,Open,No;;,Open,5,disney is giving me poor quality customer service.,Network
317887,Disney no show tech,06/01/2015,2015-01-06,8:47:07 PM,Customer Care Call,Chicago,Illinois,60660,Closed,No;;,Closed,1,disney no show tech,Other
318605,Disney internet,06/02/2015,2015-02-06,12:22:55 PM,Internet,Chicago,Illinois,60614,Closed,No;;,Closed,2,disney internet,Internet
325959,horrible service charges for tech/installation applied when they shouldnt have,06/05/2015,2015-05-06,4:59:04 PM,Internet,Chicago,Illinois,60620,Solved,Yes;;,Closed,5,horrible service charges for tech/installation applied when they shouldnt have,Internet
327275,Slow Internet/ Billing/ poor customer service of your complaints,06/07/2015,2015-07-06,9:04:12 AM,Customer Care Call,Chicago,Illinois,60620,Closed,No;;,Closed,7,slow internet/ billing/ poor customer service of your complaints,Internet
329685,no service,06/08/2015,2015-08-06,10:55:30 PM,Internet,Chicago,Illinois,60620,Solved,No;;,Closed,8,no service,Network
331541,Disney Outages,06/09/2015,2015-09-06,7:47:13 PM,Customer Care Call,Chicago,Illinois,60611,Solved,No;;,Closed,9,disney outages,Network
330456,Disney internet connection and speed,06/09/2015,2015-09-06,1:38:18 PM,Customer Care Call,Chicago,Illinois,60612,Closed,Yes;;,Closed,9,disney internet connection and speed,Internet
330180,Disney Cable & Internet,06/09/2015,2015-09-06,12:12:48 PM,Internet,Chicago,Illinois,60611,Solved,No;;,Closed,9,disney cable & internet,Internet
339886,Disney: no service for one month,14/06/2015,2015-06-14,12:27:53 PM,Customer Care Call,Chicago,Illinois,60657,Solved,No;;,Closed,6,disney: no service for one month,Network
341405,Disney,15/06/2015,2015-06-15,3:01:35 PM,Internet,Chicago,Illinois,60657,Solved,No;;,Closed,6,disney,Other
342222,Disney did not remove charge for over a year,15/06/2015,2015-06-15,7:54:39 PM,Customer Care Call,Chicago,Illinois,60625,Solved,No;;,Closed,6,disney did not remove charge for over a year,Billing
343753,Disney charging for services not rendered,16/06/2015,2015-06-16,3:44:58 PM,Customer Care Call,Chicago,Illinois,60637,Solved,No;;,Closed,6,disney charging for services not rendered,Network
347598,price inflation due to monopoly of Disney,17/06/2015,2015-06-17,10:38:05 PM,Internet,Chicago,Illinois,60646,Solved,No;;,Closed,6,price inflation due to monopoly of disney,Billing
347580,Double charge my internet service every month,17/06/2015,2015-06-17,10:25:59 PM,Internet,Chicago,Illinois,60616,Solved,No;;,Closed,6,double charge my internet service every month,Internet
358598,Unfair Billing Practices,23/06/2015,2015-06-23,2:21:10 PM,Internet,Chicago,Illinois,60622,Solved,No;;,Closed,6,unfair billing practices,Billing
359956,Disney Billing/Monopoly/Service,23/06/2015,2015-06-23,7:45:25 PM,Customer Care Call,Chicago,Illinois,60457,Closed,No;;,Closed,6,disney billing/monopoly/service,Billing
358620,Tricked into upgrade,23/06/2015,2015-06-23,2:24:35 PM,Internet,Chicago,Illinois,60618,Solved,No;;,Closed,6,tricked into upgrade,Company or Marketing
361003,Disney Unfair Business Practices,24/06/2015,2015-06-24,9:24:05 AM,Internet,Chicago,Illinois,60626,Solved,No;;,Closed,6,disney unfair business practices,Billing
361084,internet speeds slow,24/06/2015,2015-06-24,9:52:45 AM,Internet,Chicago,Illinois,60657,Solved,Yes;;,Closed,6,internet speeds slow,Internet
360620,Faulty Service and False Advertisement,24/06/2015,2015-06-24,12:22:34 AM,Internet,Chicago,Illinois,60607,Solved,No;;,Closed,6,faulty service and false advertisement,Network
366291,Disney started charging a lease fee for equipment I own after enabling automatic bill payment,25/06/2015,2015-06-25,4:35:18 PM,Customer Care Call,Chicago,Illinois,60625,Solved,No;;,Closed,6,disney started charging a lease fee for equipment i own after enabling automatic bill payment,Billing
373777,Disney/Xfinity Service Manipulation,29/06/2015,2015-06-29,10:05:50 PM,Customer Care Call,Chicago,Illinois,60618,Solved,No;;,Closed,6,disney/xfinity service manipulation,Network
373309,unsatisfactory speed with disorganized service,29/06/2015,2015-06-29,6:11:21 PM,Internet,Chicago,Illinois,60614,Open,No;;,Open,6,unsatisfactory speed with disorganized service,Internet
375500,Disney billing and service,30/06/2015,2015-06-30,4:46:18 PM,Internet,Chicago,Illinois,60625,Solved,No;;,Closed,6,disney billing and service,Billing
376064,Unfair Billing Practices,30/06/2015,2015-06-30,8:18:48 PM,Customer Care Call,Chicago,Illinois,60608,Solved,No;;,Closed,6,unfair billing practices,Billing
367366,Xfinity Price and not 16Mbps when paying for 50Mbps,26/06/2015,2015-06-26,4:22:34 AM,Internet,Chickamauga,Georgia,30707,Open,No;;,Open,6,xfinity price and not 16mbps when paying for 50mbps,Billing
264757,Xfinity Order Status,29/04/2015,2015-04-29,4:31:16 PM,Customer Care Call,Citrus Heights,California,95621,Closed,No;;,Closed,4,xfinity order status,Other
331935,Disney violating Open Internet rules,06/10/2015,2015-10-06,1:44:03 AM,Customer Care Call,Citrus Heights,California,95611,Solved,Yes;;,Closed,10,disney violating open internet rules,Internet
354309,Billing/Customer Service,20/06/2015,2015-06-20,8:56:19 PM,Internet,Citrus Heights,California,95610,Solved,No;;,Closed,6,billing/customer service,Billing
316846,Disney is double billing me and not processing my credit back to me,06/01/2015,2015-01-06,1:59:23 PM,Customer Care Call,City Of Orange,New Jersey,7050,Closed,No;;,Closed,1,disney is double billing me and not processing my credit back to me,Billing
367352,Disney internet speeds,26/06/2015,2015-06-26,2:58:36 AM,Customer Care Call,Clairton,Pennsylvania,15025,Solved,Yes;;,Closed,6,disney internet speeds,Internet
215755,Disney lies and deception,04/03/2015,2015-03-04,8:24:30 AM,Internet,Clarkston,Michigan,48348,Closed,No;;,Closed,3,disney lies and deception,Company or Marketing
222582,Disney over billing,04/07/2015,2015-07-04,5:48:21 PM,Customer Care Call,Clarkston,Michigan,48348,Closed,No;;,Closed,7,disney over billing,Billing
338606,Internet connection outage,06/12/2015,2015-12-06,11:52:11 PM,Customer Care Call,Clarkston,Michigan,48346,Solved,No;;,Closed,12,internet connection outage,Internet
362956,Disney Throttling Internet Speed,24/06/2015,2015-06-24,5:35:01 PM,Customer Care Call,Clawson,Michigan,48017,Open,No;;,Open,6,disney throttling internet speed,Internet
369578,Service outages (Disney),27/06/2015,2015-06-27,1:10:36 AM,Customer Care Call,Clermont,Georgia,30527,Solved,Yes;;,Closed,6,service outages (disney),Network
362724,Disney Billing,24/06/2015,2015-06-24,4:37:27 PM,Internet,Clinton,Maryland,20735,Open,No;;,Open,6,disney billing,Billing
307701,Charges not authorized,26/05/2015,2015-05-26,3:54:52 PM,Customer Care Call,Clio,Michigan,48420,Solved,No;;,Closed,5,charges not authorized,Billing
242189,Disney/xfinity,17/04/2015,2015-04-17,5:50:07 PM,Customer Care Call,Closter,New Jersey,7624,Closed,Yes;;,Closed,4,disney/xfinity,Other
228974,Cocmast (internet),04/10/2015,2015-10-04,2:08:27 PM,Customer Care Call,Clovis,California,93612,Closed,No;;,Closed,10,cocmast (internet),Internet
323310,Disney/Xfinity,06/04/2015,2015-04-06,1:28:36 PM,Internet,Clovis,California,93612,Closed,No;;,Closed,4,disney/xfinity,Other
354467,XFINITY/Disney TETHERING CONNECTION,21/06/2015,2015-06-21,3:20:59 AM,Customer Care Call,Clovis,California,93612,Open,No;;,Open,6,xfinity/disney tethering connection,Internet
311844,Service Issues,28/05/2015,2015-05-28,3:21:00 PM,Internet,Coconut Creek,Florida,33073,Solved,No;;,Closed,5,service issues,Network
249320,Disney Internet Outage,22/04/2015,2015-04-22,12:23:14 AM,Internet,Coeburn,Virginia,24230,Closed,Yes;;,Closed,4,disney internet outage,Internet
321762,Disney,06/03/2015,2015-03-06,5:01:33 PM,Customer Care Call,College Park,Georgia,30349,Open,No;;,Open,3,disney,Other
218516,Additional Usage @$10/50GB,04/05/2015,2015-05-04,3:17:39 PM,Customer Care Call,Collierville,Tennessee,38017,Closed,No;;,Closed,5,additional usage @$10/50gb,Network
256506,Disney data caps,24/04/2015,2015-04-24,10:04:59 PM,Customer Care Call,Collierville,Tennessee,38017,Closed,Yes;;,Closed,4,disney data caps,Network
359317,Disney billing practices,23/06/2015,2015-06-23,4:44:22 PM,Internet,Collinsville,Virginia,24078,Solved,No;;,Closed,6,disney billing practices,Billing
254426,very poor customer service,24/04/2015,2015-04-24,12:28:44 AM,Customer Care Call,Colonia,New Jersey,7067,Closed,No;;,Closed,4,very poor customer service,Network
360207,internet speed,23/06/2015,2015-06-23,9:31:00 PM,Customer Care Call,Colorado Spring,Colorado,80911,Open,Yes;;,Open,6,internet speed,Internet
216279,Another Fraudulenct collection claim from Disney,04/03/2015,2015-03-04,12:43:17 PM,Customer Care Call,Colorado Springs,Colorado,80908,Closed,No;;,Closed,3,another fraudulenct collection claim from disney,Company or Marketing
230071,Disney and CenturyLink failing Wissler Ranch Colorado Community,04/10/2015,2015-10-04,9:20:51 PM,Customer Care Call,Colorado Springs,Colorado,80908,Closed,No;;,Closed,10,disney and centurylink failing wissler ranch colorado community,Other
287000,Xfinity Throttling Apple TV bitrate,13/05/2015,2015-05-13,3:15:58 AM,Customer Care Call,Colorado Springs,Colorado,80918,Open,No;;,Open,5,xfinity throttling apple tv bitrate,Internet
315874,Disney Termination Fee,31/05/2015,2015-05-31,5:54:06 PM,Customer Care Call,Colorado Springs,Colorado,80910,Solved,No;;,Closed,5,disney termination fee,Billing
336234,Unresolved Issues,06/12/2015,2015-12-06,7:59:56 AM,Customer Care Call,Colorado Springs,Colorado,80909,Closed,No;;,Closed,12,unresolved issues,Other
359931,no warning before price increase,23/06/2015,2015-06-23,7:36:54 PM,Customer Care Call,Colorado Springs,Colorado,80907,Solved,No;;,Closed,6,no warning before price increase,Billing
363251,Disney unfair billing,24/06/2015,2015-06-24,7:19:55 PM,Customer Care Call,Colorado Springs,Colorado,80906,Solved,No;;,Closed,6,disney unfair billing,Billing
368799,Disney overbilling and overcharging,26/06/2015,2015-06-26,4:26:20 PM,Internet,Colorado Springs,Colorado,80906,Solved,Yes;;,Closed,6,disney overbilling and overcharging,Billing
354541,Disney SERVICE COMPLAINT,21/06/2015,2015-06-21,10:40:18 AM,Customer Care Call,Columbia,Maryland,21044,Solved,No;;,Closed,6,disney service complaint,Network
355761,Charge to my bill unknowingly,22/06/2015,2015-06-22,1:14:07 PM,Customer Care Call,Columbia,Maryland,21044,Solved,No;;,Closed,6,charge to my bill unknowingly,Billing
221714,billing,04/07/2015,2015-07-04,1:34:48 PM,Customer Care Call,Columbiana,Ohio,44408,Closed,No;;,Closed,7,billing,Billing
251830,Internet and phone pricing,23/04/2015,2015-04-23,10:23:47 AM,Internet,Columbus,Indiana,47203,Closed,No;;,Closed,4,internet and phone pricing,Internet
281798,Disney bundled service,05/09/2015,2015-09-05,12:44:18 PM,Customer Care Call,Commerce City,Colorado,80022,Solved,No;;,Closed,9,disney bundled service,Network
280486,Charged for equipment that I didn't have,05/08/2015,2015-08-05,2:32:54 PM,Customer Care Call,Concord,California,94520,Solved,No;;,Closed,8,charged for equipment that i didn't have,Billing
